rxn_smiles,dipolarophile_class,dipole_class,reason,reaction_id,sub_source,source_id
[CH3:16][O:17][C:18](=[O:19])[C-:20]([N+:21]#[C:22][C:23]([CH3:24])=[O:25])[C:26]([CH3:27])=[O:28].[CH3:1][NH:2][C:3](=[O:4])[C:5]1([Br:6])[C:7]#[C:8][C:9]([F:10])([F:11])[CH2:12][CH2:13][CH2:14][CH2:15]1>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1([Br:6])[C:7]2=[C:8]([C:9]([F:10])([F:11])[CH2:12][CH2:13][CH2:14][CH2:15]1)[C:22]([C:23]([CH3:24])=[O:25])=[N:21][C:20]2([C:18]([O:17][CH3:16])=[O:19])[C:26]([CH3:27])=[O:28],alkyne_in_ring,acyclic_dipole,,dipolar_002501,spec16,2501
[CH3:10][NH:11][C:12](=[O:13])[C-:14]([C:15](=[O:16])[NH:17][CH3:18])[N+:19]([CH3:20])=[C:21]([C:22](=[O:23])[O:24][CH3:25])[c:26]1[cH:27][cH:28][cH:29][cH:30][cH:31]1.[F:1][C:2]1=[C:3]([Cl:4])[CH:5]2[CH2:6][CH2:7][CH:8]1[CH2:9]2>>[F:1][C:2]12[C:3]([Cl:4])([CH:5]3[CH2:6][CH2:7][CH:8]1[CH2:9]3)[C:14]([C:12]([NH:11][CH3:10])=[O:13])([C:15](=[O:16])[NH:17][CH3:18])[N:19]([CH3:20])[C:21]2([C:22](=[O:23])[O:24][CH3:25])[c:26]1[cH:27][cH:28][cH:29][cH:30][cH:31]1,bridged_alkene,acyclic_dipole,,dipolar_002549,locked_778,2549
[CH3:13][NH:14][C:15](=[O:16])[C:17](=[NH+:18][C-:19]([CH3:20])[C:21]#[N:22])[c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1.[CH3:1][C:2]1([CH3:3])[C:4]#[C:5][C:6]([Cl:7])([Br:8])[CH2:9][CH2:10][CH2:11][CH2:12]1>>[CH3:1][C:2]1([CH3:3])[C:4]2=[C:5]([C:6]([Cl:7])([Br:8])[CH2:9][CH2:10][CH2:11][CH2:12]1)[C:19]([CH3:20])([C:21]#[N:22])[NH:18][C:17]2([C:15]([NH:14][CH3:13])=[O:16])[c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1,alkyne_in_ring,acyclic_dipole,,dipolar_002585,spec16,2585
[CH3:19][NH:20][C:21](=[O:22])[C-:23]([N+:24]#[N:25])[C:26](=[O:27])[O:28][CH3:29].[CH3:1][O:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[O:8][CH3:9])[C:10]#[C:11][C:12]([CH3:13])([Br:14])[CH2:15][CH2:16][CH2:17][CH2:18]1>>[CH3:1][O:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[O:8][CH3:9])[C:10]2=[C:11]([C:12]([CH3:13])([Br:14])[CH2:15][CH2:16][CH2:17][CH2:18]1)[N:25]=[N:24][C:23]2([C:21]([NH:20][CH3:19])=[O:22])[C:26](=[O:27])[O:28][CH3:29],alkyne_in_ring,acyclic_dipole,,dipolar_002631,spec16,2631
[CH3:22][CH-:23][N+:24]([CH3:25])=[C:26]([C:27](=[O:28])[NH:29][CH3:30])[C:31](=[O:32])[O:33][CH3:34].[F:1][C:2](=[C:3]([c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1)[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1)[c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1>>[F:1][C:2]1([c:16]2[cH:17][cH:18][cH:19][cH:20][cH:21]2)[C:3]([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)([c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[CH:23]([CH3:22])[N:24]([CH3:25])[C:26]1([C:27](=[O:28])[NH:29][CH3:30])[C:31](=[O:32])[O:33][CH3:34],acyclic_alkene,acyclic_dipole,,dipolar_002635,spec16,2635
[CH3:17][NH:18][C:19](=[O:20])[C:21]#[N+:22][C-:23]([C:24](=[O:25])[O:26][CH3:27])[c:28]1[cH:29][cH:30][cH:31][cH:32][cH:33]1.[CH3:1][C:2](=[O:3])[C:4]1([Cl:5])[C:6]#[C:7][C:8]([C:9]#[N:10])([C:11]#[N:12])[CH2:13][CH2:14][CH2:15][CH2:16]1>>[CH3:1][C:2](=[O:3])[C:4]1([Cl:5])[C:6]2=[C:7]([C:8]([C:9]#[N:10])([C:11]#[N:12])[CH2:13][CH2:14][CH2:15][CH2:16]1)[C:21]([C:19]([NH:18][CH3:17])=[O:20])=[N:22][C:23]2([C:24](=[O:25])[O:26][CH3:27])[c:28]1[cH:29][cH:30][cH:31][cH:32][cH:33]1,alkyne_in_ring,acyclic_dipole,,dipolar_002646,spec16,2646
[CH3:17][NH:18][C:19](=[O:20])[C:21]#[N+:22][C-:23]([C:24](=[O:25])[O:26][CH3:27])[c:28]1[cH:29][cH:30][cH:31][cH:32][cH:33]1.[CH3:1][C:2](=[O:3])[C:4]1([Cl:5])[C:6]#[C:7][C:8]([C:9]#[N:10])([C:11]#[N:12])[CH2:13][CH2:14][CH2:15][CH2:16]1>>[CH3:1][C:2](=[O:3])[C:4]1([Cl:5])[C:6]2=[C:7]([C:8]([C:9]#[N:10])([C:11]#[N:12])[CH2:13][CH2:14][CH2:15][CH2:16]1)[C:23]([C:24](=[O:25])[O:26][CH3:27])([c:28]1[cH:29][cH:30][cH:31][cH:32][cH:33]1)[N:22]=[C:21]2[C:19]([NH:18][CH3:17])=[O:20],alkyne_in_ring,acyclic_dipole,,dipolar_002647,locked_778,2647
[CH3:12][NH:13][C:14](=[O:15])[C-:16]([NH+:17]=[C:18]([C:19](=[O:20])[O:21][CH3:22])[c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1)[c:29]1[cH:30][cH:31][cH:32][cH:33][cH:34]1.[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[CH:6][CH:7]2[CH2:8][CH2:9][CH:10]1[CH2:11]2>>[CH3:1][NH:2][C:3](=[O:4])[C:5]12[CH:6]([CH:7]3[CH2:8][CH2:9][CH:10]1[CH2:11]3)[C:16]([C:14]([NH:13][CH3:12])=[O:15])([c:29]1[cH:30][cH:31][cH:32][cH:33][cH:34]1)[NH:17][C:18]2([C:19](=[O:20])[O:21][CH3:22])[c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1,bridged_alkene,acyclic_dipole,,dipolar_002653,spec16,2653
[CH3:18][NH:19][C:20](=[O:21])[C:22](=[NH+:23][C-:24]([C:25]([CH3:26])=[O:27])[C:28]([CH3:29])=[O:30])[C:31](=[O:32])[O:33][CH3:34].[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[CH:13]2[CH:14]=[CH:15][CH:16]1[O:17]2>>[CH3:1][NH:2][C:3](=[O:4])[C:5]12[C:6]([c:7]3[cH:8][cH:9][cH:10][cH:11][cH:12]3)([CH:13]3[CH:14]=[CH:15][CH:16]1[O:17]3)[C:22]([C:20]([NH:19][CH3:18])=[O:21])([C:31](=[O:32])[O:33][CH3:34])[NH:23][C:24]2([C:25]([CH3:26])=[O:27])[C:28]([CH3:29])=[O:30],bridged_alkene,acyclic_dipole,,dipolar_002689,spec16,2689
[CH3:19][NH:20][C:21](=[O:22])[C-:23]([NH+:24]=[C:25]([C:26]#[N:27])[C:28]#[N:29])[C:30](=[O:31])[NH:32][CH3:33].[CH3:1][O:2][CH:3]1[C:4]#[C:5][C:6]([C:7]([F:8])([F:9])[F:10])([C:11]([F:12])([F:13])[F:14])[CH2:15][CH2:16][CH2:17][CH2:18]1>>[CH3:1][O:2][CH:3]1[C:4]2=[C:5]([C:6]([C:7]([F:8])([F:9])[F:10])([C:11]([F:12])([F:13])[F:14])[CH2:15][CH2:16][CH2:17][CH2:18]1)[C:25]([C:26]#[N:27])([C:28]#[N:29])[NH:24][C:23]2([C:21]([NH:20][CH3:19])=[O:22])[C:30](=[O:31])[NH:32][CH3:33],alkyne_in_ring,acyclic_dipole,,dipolar_002696,spec16,2696
[CH3:16][NH:17][C:18](=[O:19])[C-:20]([O+:21]=[C:22]([C:23]#[N:24])[c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1)[c:31]1[cH:32][cH:33][cH:34][cH:35][cH:36]1.[CH3:1][C:2]1([C:3]#[N:4])[C:5]#[C:6][C:7]([C:8]#[N:9])([C:10]#[N:11])[CH2:12][CH2:13][CH2:14][CH2:15]1>>[CH3:1][C:2]1([C:3]#[N:4])[C:5]2=[C:6]([C:7]([C:8]#[N:9])([C:10]#[N:11])[CH2:12][CH2:13][CH2:14][CH2:15]1)[C:22]([C:23]#[N:24])([c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1)[O:21][C:20]2([C:18]([NH:17][CH3:16])=[O:19])[c:31]1[cH:32][cH:33][cH:34][cH:35][cH:36]1,alkyne_in_ring,acyclic_dipole,,dipolar_002731,locked_778,2731
[CH3:16][NH:17][C:18](=[O:19])[C-:20]([C:21](=[O:22])[O:23][CH3:24])[N+:25]([CH3:26])=[C:27]([CH3:28])[C:29]#[N:30].[CH3:1][NH:2][C:3](=[O:4])[C:5]1([Br:6])[C:7]#[C:8][C:9]([CH3:10])([CH3:11])[CH2:12][CH2:13][CH2:14][CH2:15]1>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1([Br:6])[C:7]2=[C:8]([C:9]([CH3:10])([CH3:11])[CH2:12][CH2:13][CH2:14][CH2:15]1)[C:27]([CH3:28])([C:29]#[N:30])[N:25]([CH3:26])[C:20]2([C:18]([NH:17][CH3:16])=[O:19])[C:21](=[O:22])[O:23][CH3:24],alkyne_in_ring,acyclic_dipole,,dipolar_002757,locked_778,2757
[CH3:16][NH:17][C:18](=[O:19])[C-:20]([C:21]#[N:22])[N+:23]([CH3:24])=[C:25]([C:26](=[O:27])[O:28][CH3:29])[c:30]1[cH:31][cH:32][cH:33][cH:34][cH:35]1.[CH3:1][O:2][C:3]1=[C:4]([c:5]2[cH:6][cH:7][cH:8][cH:9][cH:10]2)[CH:11]2[CH2:12][CH2:13][CH:14]1[CH2:15]2>>[CH3:1][O:2][C:3]12[C:4]([c:5]3[cH:6][cH:7][cH:8][cH:9][cH:10]3)([CH:11]3[CH2:12][CH2:13][CH:14]1[CH2:15]3)[C:20]([C:18]([NH:17][CH3:16])=[O:19])([C:21]#[N:22])[N:23]([CH3:24])[C:25]2([C:26](=[O:27])[O:28][CH3:29])[c:30]1[cH:31][cH:32][cH:33][cH:34][cH:35]1,bridged_alkene,acyclic_dipole,,dipolar_002762,locked_778,2762
[CH3:13][NH:14][C:15](=[O:16])[CH-:17][N+:18]([CH3:19])=[C:20]([C:21]([CH3:22])=[O:23])[C:24](=[O:25])[NH:26][CH3:27].[N:1]#[C:2][CH:3]1[C:4]#[C:5][C:6]([Br:7])([Br:8])[CH2:9][CH2:10][CH2:11][CH2:12]1>>[N:1]#[C:2][CH:3]1[C:4]2=[C:5]([C:6]([Br:7])([Br:8])[CH2:9][CH2:10][CH2:11][CH2:12]1)[C:20]([C:21]([CH3:22])=[O:23])([C:24](=[O:25])[NH:26][CH3:27])[N:18]([CH3:19])[CH:17]2[C:15]([NH:14][CH3:13])=[O:16],alkyne_in_ring,acyclic_dipole,,dipolar_002765,spec16,2765
[CH3:13][NH:14][C:15](=[O:16])[CH-:17][N+:18]([CH3:19])=[C:20]([C:21]([CH3:22])=[O:23])[C:24](=[O:25])[NH:26][CH3:27].[N:1]#[C:2][CH:3]1[C:4]#[C:5][C:6]([Br:7])([Br:8])[CH2:9][CH2:10][CH2:11][CH2:12]1>>[N:1]#[C:2][CH:3]1[C:4]2=[C:5]([C:6]([Br:7])([Br:8])[CH2:9][CH2:10][CH2:11][CH2:12]1)[CH:17]([C:15]([NH:14][CH3:13])=[O:16])[N:18]([CH3:19])[C:20]2([C:21]([CH3:22])=[O:23])[C:24](=[O:25])[NH:26][CH3:27],alkyne_in_ring,acyclic_dipole,,dipolar_002766,spec16,2766
[CH3:1][O:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[O:8][CH3:9])[C:10]#[C:11][C:12]([O:13][CH3:14])([C:15]([F:16])([F:17])[F:18])[CH2:19][CH2:20][CH2:21][CH2:22]1.[CH3:23][NH:24][C:25](=[O:26])[c:27]1[nH+:28][c-:29]([C:30]#[N:31])[c:32](=[O:33])[o:34]1>>[CH3:1][O:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[O:8][CH3:9])[C:10]2=[C:11]([C:12]([O:13][CH3:14])([C:15]([F:16])([F:17])[F:18])[CH2:19][CH2:20][CH2:21][CH2:22]1)[C:27]1([C:25]([NH:24][CH3:23])=[O:26])[NH:28][C:29]2([C:30]#[N:31])[C:32](=[O:33])[O:34]1,alkyne_in_ring,mesoionic_ring,,dipolar_002782,locked_778,2782
[CH3:13][O:14][C:15](=[O:16])[C:17](=[NH+:18][C-:19]([CH3:20])[C:21](=[O:22])[O:23][CH3:24])[C:25]([CH3:26])=[O:27].[N:1]#[C:2][CH:3]1[C:4]#[C:5][C:6]([Br:7])([Br:8])[CH2:9][CH2:10][CH2:11][CH2:12]1>>[N:1]#[C:2][CH:3]1[C:4]2=[C:5]([C:6]([Br:7])([Br:8])[CH2:9][CH2:10][CH2:11][CH2:12]1)[C:19]([CH3:20])([C:21](=[O:22])[O:23][CH3:24])[NH:18][C:17]2([C:15]([O:14][CH3:13])=[O:16])[C:25]([CH3:26])=[O:27],alkyne_in_ring,acyclic_dipole,,dipolar_002784,locked_778,2784
[CH3:18][NH:19][C:20](=[O:21])[C:22](=[NH+:23][C-:24]([C:25]#[N:26])[C:27](=[O:28])[O:29][CH3:30])[c:31]1[cH:32][cH:33][cH:34][cH:35][cH:36]1.[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[CH:13]2[CH:14]=[CH:15][CH:16]1[O:17]2>>[CH3:1][O:2][C:3](=[O:4])[C:5]12[C:6]([c:7]3[cH:8][cH:9][cH:10][cH:11][cH:12]3)([CH:13]3[CH:14]=[CH:15][CH:16]1[O:17]3)[C:24]([C:25]#[N:26])([C:27](=[O:28])[O:29][CH3:30])[NH:23][C:22]2([C:20]([NH:19][CH3:18])=[O:21])[c:31]1[cH:32][cH:33][cH:34][cH:35][cH:36]1,bridged_alkene,acyclic_dipole,,dipolar_002805,locked_778,2805
[CH3:1][O:2][C:3](=[O:4])[C:5]1([C:6]([CH3:7])=[O:8])[C:9]#[C:10][C:11]([C:12](=[O:13])[O:14][CH3:15])([C:16](=[O:17])[O:18][CH3:19])[CH2:20][CH2:21][CH2:22][CH2:23]1.[CH3:24][C:25]([C:26]#[N:27])=[NH+:28][N-:29][c:30]1[cH:31][cH:32][cH:33][cH:34][cH:35]1>>[CH3:1][O:2][C:3](=[O:4])[C:5]1([C:6]([CH3:7])=[O:8])[C:9]2=[C:10]([C:11]([C:12](=[O:13])[O:14][CH3:15])([C:16](=[O:17])[O:18][CH3:19])[CH2:20][CH2:21][CH2:22][CH2:23]1)[C:25]([CH3:24])([C:26]#[N:27])[NH:28][N:29]2[c:30]1[cH:31][cH:32][cH:33][cH:34][cH:35]1,alkyne_in_ring,acyclic_dipole,,dipolar_002808,locked_778,2808
[CH3:17][O:18][C:19](=[O:20])[C:21](=[NH+:22][NH-:23])[C:24](=[O:25])[O:26][CH3:27].[N:1]#[C:2][C:3]1([C:4]([F:5])([F:6])[F:7])[C:8]#[C:9][C:10]([Br:11])([Br:12])[CH2:13][CH2:14][CH2:15][CH2:16]1>>[N:1]#[C:2][C:3]1([C:4]([F:5])([F:6])[F:7])[C:8]2=[C:9]([C:10]([Br:11])([Br:12])[CH2:13][CH2:14][CH2:15][CH2:16]1)[C:21]([C:19]([O:18][CH3:17])=[O:20])([C:24](=[O:25])[O:26][CH3:27])[NH:22][NH:23]2,alkyne_in_ring,acyclic_dipole,,dipolar_002810,spec16,2810
[CH3:1][O:2][C:3](=[O:4])[C:5]1([c:6]2[cH:7][cH:8][cH:9][cH:10][cH:11]2)[C:12]#[C:13][C:14]([O:15][CH3:16])([O:17][CH3:18])[CH2:19][CH2:20][CH2:21][CH2:22]1.[CH3:23][O:24][C:25](=[O:26])[N:27]=[O+:28][N-:29][c:30]1[cH:31][cH:32][cH:33][cH:34][cH:35]1>>[CH3:1][O:2][C:3](=[O:4])[C:5]1([c:6]2[cH:7][cH:8][cH:9][cH:10][cH:11]2)[C:12]2=[C:13]([C:14]([O:15][CH3:16])([O:17][CH3:18])[CH2:19][CH2:20][CH2:21][CH2:22]1)[N:27]([C:25]([O:24][CH3:23])=[O:26])[O:28][N:29]2[c:30]1[cH:31][cH:32][cH:33][cH:34][cH:35]1,alkyne_in_ring,acyclic_dipole,,dipolar_002814,locked_778,2814
[CH3:1][O:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[O:8][CH3:9])[C:10]#[C:11][C:12]([C:13]#[N:14])([c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[CH2:21][CH2:22][CH2:23][CH2:24]1.[CH3:25][NH:26][C:27](=[O:28])[N:29]=[N+:30]([CH3:31])[N-:32][C:33]([CH3:34])=[O:35]>>[CH3:1][O:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[O:8][CH3:9])[C:10]2=[C:11]([C:12]([C:13]#[N:14])([c:15]3[cH:16][cH:17][cH:18][cH:19][cH:20]3)[CH2:21][CH2:22][CH2:23][CH2:24]1)[N:32]([C:33]([CH3:34])=[O:35])[N:30]([CH3:31])[N:29]2[C:27]([NH:26][CH3:25])=[O:28],alkyne_in_ring,acyclic_dipole,,dipolar_002817,locked_778,2817
[CH3:16][O:17][C:18](=[O:19])[C:20]#[N+:21][CH-:22][c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1.[CH3:1][O:2][C:3](=[O:4])[C:5]1([F:6])[C:7]#[C:8][C:9]([Br:10])([Br:11])[CH2:12][CH2:13][CH2:14][CH2:15]1>>[CH3:1][O:2][C:3](=[O:4])[C:5]1([F:6])[C:7]2=[C:8]([C:9]([Br:10])([Br:11])[CH2:12][CH2:13][CH2:14][CH2:15]1)[CH:22]([c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1)[N:21]=[C:20]2[C:18]([O:17][CH3:16])=[O:19],alkyne_in_ring,acyclic_dipole,,dipolar_002819,locked_778,2819
[CH3:25][NH:26][C:27](=[O:28])[CH:29]=[N+:30]([CH3:31])[CH-:32][C:33](=[O:34])[NH:35][CH3:36].[F:1][C:2]([F:3])([F:4])[C:5](=[C:6]([c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1)[c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1)[c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1>>[F:1][C:2]([F:3])([F:4])[C:5]1([c:19]2[cH:20][cH:21][cH:22][cH:23][cH:24]2)[C:6]([c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)([c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[CH:32]([C:33](=[O:34])[NH:35][CH3:36])[N:30]([CH3:31])[CH:29]1[C:27]([NH:26][CH3:25])=[O:28],acyclic_alkene,acyclic_dipole,,dipolar_002856,locked_778,2856
[CH3:16][O:17][C:18](=[O:19])[c-:20]1[c:21](=[O:22])[o:23][c:24]([C:25]#[N:26])[n+:27]1[CH3:28].[CH3:1][O:2][C:3](=[O:4])[C:5]1([F:6])[C:7]#[C:8][C:9]([Br:10])([Br:11])[CH2:12][CH2:13][CH2:14][CH2:15]1>>[CH3:1][O:2][C:3](=[O:4])[C:5]1([F:6])[C:7]2=[C:8]([C:9]([Br:10])([Br:11])[CH2:12][CH2:13][CH2:14][CH2:15]1)[C:24]1([C:25]#[N:26])[O:23][C:21](=[O:22])[C:20]2([C:18]([O:17][CH3:16])=[O:19])[N:27]1[CH3:28],alkyne_in_ring,mesoionic_ring,,dipolar_002861,spec16,2861
[CH3:29][C-:30]([N+:31]#[N:32])[c:33]1[cH:34][cH:35][cH:36][cH:37][cH:38]1.[N:1]#[C:2][C:3]1([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[C:10]#[C:11][C:12]([c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)([c:19]2[cH:20][cH:21][cH:22][cH:23][cH:24]2)[CH2:25][CH2:26][CH2:27][CH2:28]1>>[N:1]#[C:2][C:3]1([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[C:10]2=[C:11]([C:12]([c:13]3[cH:14][cH:15][cH:16][cH:17][cH:18]3)([c:19]3[cH:20][cH:21][cH:22][cH:23][cH:24]3)[CH2:25][CH2:26][CH2:27][CH2:28]1)[N:32]=[N:31][C:30]2([CH3:29])[c:33]1[cH:34][cH:35][cH:36][cH:37][cH:38]1,alkyne_in_ring,acyclic_dipole,,dipolar_002862,spec16,2862
[CH3:1][O:2][C:3](=[O:4])[C:5]1([Cl:6])[C:7]#[C:8][C:9]([C:10]([F:11])([F:12])[F:13])([C:14]([F:15])([F:16])[F:17])[CH2:18][CH2:19][CH2:20][CH2:21]1.[CH3:22][NH:23][C:24](=[O:25])[C-:26]([CH3:27])[O+:28]=[CH:29][C:30](=[O:31])[O:32][CH3:33]>>[CH3:1][O:2][C:3](=[O:4])[C:5]1([Cl:6])[C:7]2=[C:8]([C:9]([C:10]([F:11])([F:12])[F:13])([C:14]([F:15])([F:16])[F:17])[CH2:18][CH2:19][CH2:20][CH2:21]1)[C:26]([C:24]([NH:23][CH3:22])=[O:25])([CH3:27])[O:28][CH:29]2[C:30](=[O:31])[O:32][CH3:33],alkyne_in_ring,acyclic_dipole,,dipolar_002864,locked_778,2864
[CH3:1][NH:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[O:8][CH3:9])[C:10]#[C:11][C:12]([c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)([c:19]2[cH:20][cH:21][cH:22][cH:23][cH:24]2)[CH2:25][CH2:26][CH2:27][CH2:28]1.[CH3:29][O:30][C:31](=[O:32])[N-:33][N+:34]#[C:35][C:36]#[N:37]>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[O:8][CH3:9])[c:10]2[c:11]([c:35]([C:36]#[N:37])[n:34][n:33]2[C:31]([O:30][CH3:29])=[O:32])[C:12]([c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)([c:19]2[cH:20][cH:21][cH:22][cH:23][cH:24]2)[CH2:25][CH2:26][CH2:27][CH2:28]1,alkyne_in_ring,acyclic_dipole,,dipolar_002882,locked_778,2882
[CH3:11][O:12][C:13](=[O:14])[C:15]([c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1)=[N+:22]([CH3:23])[C-:24]([c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1)[c:31]1[cH:32][cH:33][cH:34][cH:35][cH:36]1.[CH3:1][O:2][C:3]1=[C:4]([Cl:5])[CH:6]2[CH:7]=[CH:8][CH:9]1[O:10]2>>[CH3:1][O:2][C:3]12[C:4]([Cl:5])([CH:6]3[CH:7]=[CH:8][CH:9]1[O:10]3)[C:15]([C:13]([O:12][CH3:11])=[O:14])([c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1)[N:22]([CH3:23])[C:24]2([c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1)[c:31]1[cH:32][cH:33][cH:34][cH:35][cH:36]1,bridged_alkene,acyclic_dipole,,dipolar_002893,spec16,2893
[CH3:16][NH:17][C:18](=[O:19])[C:20](=[NH+:21][C-:22]([c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1)[c:29]1[cH:30][cH:31][cH:32][cH:33][cH:34]1)[C:35]([CH3:36])=[O:37].[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([C:7](=[O:8])[O:9][CH3:10])[CH:11]2[CH:12]=[CH:13][CH:14]1[O:15]2>>[CH3:1][O:2][C:3](=[O:4])[C:5]12[C:6]([C:7](=[O:8])[O:9][CH3:10])([CH:11]3[CH:12]=[CH:13][CH:14]1[O:15]3)[C:22]([c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1)([c:29]1[cH:30][cH:31][cH:32][cH:33][cH:34]1)[NH:21][C:20]2([C:18]([NH:17][CH3:16])=[O:19])[C:35]([CH3:36])=[O:37],bridged_alkene,acyclic_dipole,,dipolar_002912,spec16,2912
[CH3:17][NH:18][C:19](=[O:20])[C:21]([c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1)=[N+:28]([CH3:29])[C-:30]([C:31]#[N:32])[c:33]1[cH:34][cH:35][cH:36][cH:37][cH:38]1.[CH3:1][O:2][C:3](=[O:4])[CH:5]1[C:6]#[C:7][C:8]([C:9]#[N:10])([C:11]#[N:12])[CH2:13][CH2:14][CH2:15][CH2:16]1>>[CH3:1][O:2][C:3](=[O:4])[CH:5]1[C:6]2=[C:7]([C:8]([C:9]#[N:10])([C:11]#[N:12])[CH2:13][CH2:14][CH2:15][CH2:16]1)[C:30]([C:31]#[N:32])([c:33]1[cH:34][cH:35][cH:36][cH:37][cH:38]1)[N:28]([CH3:29])[C:21]2([C:19]([NH:18][CH3:17])=[O:20])[c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1,alkyne_in_ring,acyclic_dipole,,dipolar_002918,spec16,2918
[CH3:15][C:16](=[O:17])[C-:18]([NH+:19]=[C:20]([c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1)[c:27]1[cH:28][cH:29][cH:30][cH:31][cH:32]1)[c:33]1[cH:34][cH:35][cH:36][cH:37][cH:38]1.[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([C:7]([CH3:8])=[O:9])[CH:10]2[CH2:11][CH2:12][CH:13]1[CH2:14]2>>[CH3:1][NH:2][C:3](=[O:4])[C:5]12[C:6]([C:7]([CH3:8])=[O:9])([CH:10]3[CH2:11][CH2:12][CH:13]1[CH2:14]3)[C:18]([C:16]([CH3:15])=[O:17])([c:33]1[cH:34][cH:35][cH:36][cH:37][cH:38]1)[NH:19][C:20]2([c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1)[c:27]1[cH:28][cH:29][cH:30][cH:31][cH:32]1,bridged_alkene,acyclic_dipole,,dipolar_002952,locked_778,2952
[CH3:1][O:2][C:3](=[O:4])[C:5]1([Cl:6])[C:7]#[C:8][C:9]([C:10](=[O:11])[O:12][CH3:13])([C:14](=[O:15])[O:16][CH3:17])[CH2:18][CH2:19][CH2:20][CH2:21]1.[CH3:22][O:23][C:24](=[O:25])[C:26]([C:27]#[N:28])=[O+:29][N-:30][c:31]1[cH:32][cH:33][cH:34][cH:35][cH:36]1>>[CH3:1][O:2][C:3](=[O:4])[C:5]1([Cl:6])[C:7]2=[C:8]([C:9]([C:10](=[O:11])[O:12][CH3:13])([C:14](=[O:15])[O:16][CH3:17])[CH2:18][CH2:19][CH2:20][CH2:21]1)[C:26]([C:24]([O:23][CH3:22])=[O:25])([C:27]#[N:28])[O:29][N:30]2[c:31]1[cH:32][cH:33][cH:34][cH:35][cH:36]1,alkyne_in_ring,acyclic_dipole,,dipolar_002959,spec16,2959
