r1,r2,kind,sub_from,sub_to
3880,3947,dipole_change,*[C-](C)[N+]#CC(=O)NC,*[CH-][NH+]=C(C)C(=O)OC
3880,3949,dipole_change,*[C-](C)[N+]#CC(=O)NC,*C=[O+][C-](C)C(=O)NC
3880,4582,dipole_change,*C,*C(=O)OC
3947,3949,dipole_change,*[CH-][NH+]=C(C)C(=O)OC,*C=[O+][C-](C)C(=O)NC
3949,4114,dipole_change,*[C-](C)C(=O)NC,*[C-](C(C)=O)C(C)=O
4056,4275,dipole_change,*[O+]=CC#N,*[N+]#CC(C)=O
4056,4812,dipole_change,*[O+]=CC#N,*[N+]#Cc1ccccc1
4275,4596,dipole_change,*C(=O)NC,*c1ccccc1
4275,4812,dipole_change,*[N+]#CC(C)=O,*[N+]#Cc1ccccc1
3235,3253,dipole_change,*C=[O+][N-]C#N,*C(=O)C#[N+][N-]C
3235,3262,dipole_change,*C=[O+][N-]C#N,*[N+](=CC#N)[N-]C
3235,3295,dipole_change,*C=[O+][N-]C#N,*C#[N+][N-]C(=O)NC
3235,3314,dipole_change,*C=[O+][N-]C#N,*OC(=O)C#[N+][N-]C#N
3253,3262,dipole_change,*[N+]#CC(C)=O,*[N+](C)=CC#N
3253,3295,dipole_change,*C(=O)C#[N+][N-]C,*C#[N+][N-]C(=O)NC
3253,3314,dipole_change,*C(=O)C#[N+][N-]C,*OC(=O)C#[N+][N-]C#N
3253,3413,dipole_change,*C#[N+][N-]C,*[N-][N+]#CC(=O)NC
3262,3295,dipole_change,*[N+](=CC#N)[N-]C,*C#[N+][N-]C(=O)NC
3262,3314,dipole_change,*[N+](=CC#N)[N-]C,*OC(=O)C#[N+][N-]C#N
3295,3314,dipole_change,*C#[N+][N-]C(=O)NC,*OC(=O)C#[N+][N-]C#N
3295,3413,dipole_change,*[N-][N+]#CC,*C#[N+][N-]C(C)=O
3258,3269,dipole_change,*[N+]#CC(=O)NC,*[NH+]=CC(=O)OC
3315,3388,dipole_change,*[C-](C#N)[O+]=C(C)C,*[c-]1c(=O)oc(C)[n+]1C
3315,3722,dipole_change,*[C-](C#N)C#N,*[C-](C(C)=O)C(=O)OC
3501,3502,dipole_change,*[c-]1[nH+]c(C)oc1=O,*C(C)=[O+][C-](C)C#N
3501,3518,dipole_change,*[c-]1[nH+]c(C)oc1=O,*C(C)=[NH+][C-](C)C#N
3501,3722,dipole_change,*[c-]1[nH+]c(C)oc1=O,*[C-]([O+]=C(C)C)C(C)=O
3502,3518,dipole_change,*[O+]=C(C)C(=O)OC,*[NH+]=C(C)C(=O)OC
3502,3722,dipole_change,*C(C)=[O+][C-](C)C#N,*[C-]([O+]=C(C)C)C(C)=O
3518,3722,dipole_change,*C(C)=[NH+][C-](C)C#N,*[C-]([O+]=C(C)C)C(C)=O
3587,3769,dipole_change,*C(C)=O,*C(=O)OC
3769,4225,dipole_change,*C#N,*C(=O)OC
4395,4944,dipole_change,*C(C)=O,*c1ccccc1
4580,5176,dipole_change,*C,*C(=O)NC
4811,5214,dipole_change,*C,*C(C)=O
5372,5654,dipole_change,*C,*C(C)=O
3279,3328,dipole_change,*[N-][N+](C)=C(C)C,*C(=[NH+][N-]C#N)C(C)=O
3328,3460,dipole_change,*[NH+]=C(C)C(C)=O,*[O+]=C(C#N)C(=O)OC
3545,3559,dipole_change,*[c-]1[o+]noc1=O,*[c-]1[nH+]noc1=O
3545,3813,dipole_change,*[c-]1[o+]noc1=O,*C(C#N)=[N+](C)[N-]C#N
3545,3964,dipole_change,*[c-]1[o+]noc1=O,*C(C)=[O+][N-]C(=O)OC
3559,3813,dipole_change,*[c-]1[nH+]noc1=O,*C(C#N)=[N+](C)[N-]C#N
3559,3964,dipole_change,*[c-]1[nH+]noc1=O,*C(C)=[O+][N-]C(=O)OC
3813,3964,dipole_change,*C(C#N)=[N+](C)[N-]C#N,*C(C)=[O+][N-]C(=O)OC
3964,4038,dipole_change,*C,*C#N
3229,3237,dipole_change,*[N+]([NH-])=NC,*C(=O)[N-][NH+]=N
3229,3261,dipole_change,*[N+]([NH-])=NC,*NC(=O)[N-][N+]#N
3237,3261,dipole_change,*C(=O)[N-][NH+]=N,*NC(=O)[N-][N+]#N
3261,3306,dipole_change,*C(=O)NC,*c1ccccc1
3265,3304,dipole_change,*[O+]=NC(C)=O,*[O+]=NC(=O)NC
3304,3407,dipole_change,*C(=O)N=[O+][N-]C,*C(=O)[N-][N+](C)=NC#N
2772,2773,dipole_change,*NC,*NC
2468,2469,dipole_change,*OC,*OC
1302,1305,dipole_change,*[C-]([O+]=CC)C(C)=O,*[C-]([O+]=CC)C(C)=O
1337,1339,dipole_change,*C,*C
652,655,dipole_change,*[NH+]=NC,*[NH+]=NC
653,654,dipole_change,*[NH+]=NC,*[NH+]=NC
3263,3274,dipole_change,*C(=O)[C-]([NH+]=C)C(C)=O,*[C-](C(=O)NC)[N+](=C)C
3274,3340,dipole_change,*[C-](C)[N+](=C)C,*[C-]([N+]#C)C(=O)OC
3288,3370,dipole_change,*C#N,*C(C)=O
3288,3441,dipole_change,*C#N,*C(=O)NC
3370,3441,dipole_change,*[N+]#CC(C)=O,*[N+]#CC(=O)NC
3226,3250,dipole_change,*C#[N+][C-](C#N)C#N,*[C-](C#N)[NH+]=CC(C)=O
3226,3283,dipole_change,*[C-](C#N)[N+]#CC,*C#[N+][C-](C)C(=O)OC
3226,3289,dipole_change,*[C-](C#N)[N+]#CC,*C(C)=[NH+][CH-]C(=O)OC
3226,3380,dipole_change,*[N+]#CC,*[N+](C)=CC(=O)NC
3250,3283,dipole_change,*[C-](C)[NH+]=CC(C)=O,*C#[N+][C-](C)C(=O)OC
3250,3289,dipole_change,*[C-](C)[NH+]=CC(C)=O,*C(C)=[NH+][CH-]C(=O)OC
3250,3344,dipole_change,*C=[NH+][C-](C)C#N,*[C-](C)[N+]#CC(=O)NC
3250,3356,dipole_change,*[C-](C)C#N,*[C-](C)C(=O)NC
3283,3289,dipole_change,*C(=O)[C-](C)[N+]#CC#N,*C(=O)[CH-][NH+]=C(C)C#N
3309,3344,dipole_change,*C(C#N)=[NH+][CH-]C#N,*C#[N+][C-](C)C(C)=O
3309,3356,dipole_change,*C(C#N)=[NH+][CH-]C#N,*[C-](C)[NH+]=CC(C)=O
3309,3380,dipole_change,*C(C#N)=[NH+][CH-]C#N,*C=[N+](C)[C-](C#N)C#N
3344,3356,dipole_change,*C#[N+][C-](C)C(C)=O,*[C-](C)[NH+]=CC(C)=O
3344,3380,dipole_change,*C#[N+][C-](C)C(C)=O,*C=[N+](C)[C-](C#N)C#N
3344,3461,dipole_change,*[C-](C)C(C)=O,*[C-](C#N)C(=O)NC
3344,3624,dipole_change,*[C-](C)C(C)=O,*[C-](C(C)=O)C(=O)OC
3356,3380,dipole_change,*[C-](C)[NH+]=CC(C)=O,*C=[N+](C)[C-](C#N)C#N
3386,3475,dipole_change,*[O+]=CC#N,*[N+]#CC(C)=O
3386,3476,dipole_change,*[C-](C#N)[O+]=CC#N,*C#[N+][C-](C#N)C(C)=O
3386,3517,dipole_change,*[C-](C#N)[O+]=CC#N,*C(=[O+][CH-]C#N)C(C)=O
3386,3686,dipole_change,*[O+]=CC#N,*[N+](C)=CC(C)=O
3386,3841,dipole_change,*[O+]=CC#N,*[N+]#Cc1ccccc1
3461,3606,dipole_change,*[N+]#CC(=O)NC,*[N+](C)=CC(=O)OC
3461,3624,dipole_change,*[C-](C#N)C(=O)NC,*[C-](C(C)=O)C(=O)OC
3475,3476,dipole_change,*[C-](C#N)[N+]#CC(C)=O,*C#[N+][C-](C#N)C(C)=O
3475,3517,dipole_change,*[C-](C#N)[N+]#CC(C)=O,*C(=[O+][CH-]C#N)C(C)=O
3475,3686,dipole_change,*[N+]#CC(C)=O,*[N+](C)=CC(C)=O
3475,3841,dipole_change,*[N+]#CC(C)=O,*[N+]#Cc1ccccc1
3476,3517,dipole_change,*C#[N+][C-](C#N)C(C)=O,*C(=[O+][CH-]C#N)C(C)=O
3476,3841,dipole_change,*C(C)=O,*c1ccccc1
3476,3850,dipole_change,*[C-](C#N)C(C)=O,*[C-](C(C)=O)C(=O)NC
3624,4065,dipole_change,*C(C)=O,*c1ccccc1
3686,3841,dipole_change,*[N+](C)=CC(C)=O,*[N+]#Cc1ccccc1
3772,4673,dipole_change,*C,*c1ccccc1
3841,4326,dipole_change,*C#N,*C(=O)OC
4065,4326,dipole_change,*C(=O)NC,*c1ccccc1
4065,4337,dipole_change,*[N+]#CC(=O)NC,*[N+](C)=CC(=O)NC
4117,4337,dipole_change,*C(C)=O,*C(=O)OC
4326,4337,dipole_change,*[N+]#Cc1ccccc1,*[N+](C)=CC(=O)NC
3228,3294,dipole_change,*[N+]#CC#N,*[NH+]=CC(=O)NC
3273,3281,dipole_change,*C#[N+][N-]C,*[N-][NH+]=CC
3273,3318,dipole_change,*C#[N+][N-]C,*[N-][N+](C)=CC
3273,3357,dipole_change,*C#[N+][N-]C,*[N-][N+]#CC(C)=O
3273,3467,dipole_change,*C#[N+][N-]C,*[N-][NH+]=CC(=O)OC
3281,3318,dipole_change,*[N-][NH+]=CC,*[N-][N+](C)=CC
3281,3357,dipole_change,*[N-][NH+]=CC,*[N-][N+]#CC(C)=O
3281,3467,dipole_change,*[N-][NH+]=CC,*[N-][NH+]=CC(=O)OC
3318,3357,dipole_change,*[N+](C)=CC,*[N+]#CC(C)=O
3318,3467,dipole_change,*[N+](C)=CC,*[NH+]=CC(=O)OC
3357,3467,dipole_change,*[N-][N+]#CC(C)=O,*[N-][NH+]=CC(=O)OC
3242,3243,dipole_change,*[c-]1[o+]c(C#N)oc1=O,*[C-](C)[N+](C)=C(C)C
3242,3280,dipole_change,*c1oc(=O)[c-](C)[o+]1,*C(C#N)=[N+](C)[C-](C)C
3242,3491,dipole_change,*C,*c1ccccc1
3243,3280,dipole_change,*[N+](C)=C(C)C,*[N+](C)=C(C#N)C#N
3382,3435,dipole_change,*[C-](C)[O+]=C(C#N)C#N,*[C-]([O+]=C(C)C)C(C)=O
3384,3401,dipole_change,*c1oc(=O)[c-](C#N)[o+]1,*[c-]1c(=O)oc(C)[n+]1C
3384,3486,dipole_change,*C(=O)OC,*c1ccccc1
3394,3490,dipole_change,*[NH+]=C(C#N)C(C)=O,*[NH+]=C(C#N)C(=O)OC
3394,3997,dipole_change,*C,*c1ccccc1
3401,4037,dipole_change,*C,*c1ccccc1
3435,4034,dipole_change,*[O+]=C(C)C,*[N+](C)=C(C)C(=O)OC
3486,3491,dipole_change,*c1oc(=O)[c-](C#N)[o+]1,*[c-]1[o+]c(C#N)oc1=O
3547,4044,dipole_change,*C,*C(=O)OC
3689,3785,dipole_change,*[O+]=C(C)C#N,*[O+]=C(C#N)C#N
3689,3879,dipole_change,*[O+]=C(C)C#N,*[O+]=C(C)C(C)=O
3689,3997,dipole_change,*[O+]=C(C)C#N,*[NH+]=C(C#N)C(C)=O
3785,3879,dipole_change,*[O+]=C(C#N)C#N,*[O+]=C(C)C(C)=O
3785,3997,dipole_change,*[O+]=C(C#N)C#N,*[NH+]=C(C#N)C(C)=O
3879,3997,dipole_change,*[O+]=C(C)C(C)=O,*[NH+]=C(C#N)C(C)=O
4371,4762,dipole_change,*[C-](C)C(=O)NC,*[C-](C(C)=O)C(=O)OC
4371,5047,dipole_change,*C,*C(=O)OC
4471,4783,dipole_change,*[N+](C)=C(C#N)C#N,*[O+]=C(C#N)C(=O)NC
4524,4762,dipole_change,*C(=O)OC,*c1ccccc1
4762,5047,dipole_change,*C,*NC
4783,5272,dipole_change,*C#N,*C(=O)NC
3519,3684,dipole_change,*[N-]C(C)=O,*[N-]C(=O)OC
3218,3221,dipole_change,*N=[NH+][NH-],*C(=O)[N-][N+]#N
3218,3224,dipole_change,*N=[NH+][NH-],*NC(=O)N=[O+][NH-]
3221,3224,dipole_change,*C(=O)[N-][N+]#N,*NC(=O)N=[O+][NH-]
3248,3358,dipole_change,*[N-][O+]=NC#N,*N=[O+][N-]C(=O)NC
4212,4350,dipole_change,*[C-](C#N)[N+]#C,*[C-](C)[N+](=C)C
4212,4710,dipole_change,*C#N,*C(=O)OC
4350,4710,dipole_change,*[C-](C)[N+](=C)C,*[C-]([N+]#C)C(=O)OC
3665,3667,dipole_change,*[NH+]=C,*[NH+]=C
3665,3957,dipole_change,*C(=O)[C-](C)[NH+]=C,*NC(=O)[C-](C#N)[O+]=C
3665,4236,dipole_change,*[C-](C)[NH+]=C,*C(=[O+][CH2-])C(=O)NC
3665,4240,dipole_change,*[C-](C)[NH+]=C,*C(=[O+][CH2-])C(=O)NC
3667,3957,dipole_change,*C(=O)[C-](C)[NH+]=C,*NC(=O)[C-](C#N)[O+]=C
3667,4236,dipole_change,*[C-](C)[NH+]=C,*C(=[O+][CH2-])C(=O)NC
3667,4240,dipole_change,*[C-](C)[NH+]=C,*C(=[O+][CH2-])C(=O)NC
3957,4236,dipole_change,*[C-](C#N)[O+]=C,*C(=[O+][CH2-])C(C)=O
3957,4240,dipole_change,*[C-](C#N)[O+]=C,*C(=[O+][CH2-])C(C)=O
4236,4240,dipole_change,*C(C)=O,*C(C)=O
4351,4353,dipole_change,*[N+](=C)C,*[N+](=C)C
3668,3958,dipole_change,*C(=O)[C-](C)[NH+]=C,*NC(=O)[C-](C#N)[O+]=C
3668,4239,dipole_change,*[C-](C)[NH+]=C,*C(=[O+][CH2-])C(=O)NC
3958,4239,dipole_change,*[C-](C#N)[O+]=C,*C(=[O+][CH2-])C(C)=O
3663,3959,dipole_change,*C(=O)[C-](C)[NH+]=C,*NC(=O)[C-](C#N)[O+]=C
3663,4238,dipole_change,*[C-](C)[NH+]=C,*C(=[O+][CH2-])C(=O)NC
3959,4238,dipole_change,*[C-](C#N)[O+]=C,*C(=[O+][CH2-])C(C)=O
4211,4349,dipole_change,*[C-](C#N)[N+]#C,*[C-](C)[N+](=C)C
4211,4711,dipole_change,*C#N,*C(=O)OC
4349,4711,dipole_change,*[C-](C)[N+](=C)C,*[C-]([N+]#C)C(=O)OC
3956,4237,dipole_change,*[C-](C#N)[O+]=C,*C(=[O+][CH2-])C(C)=O
3886,3972,dipole_change,*[N+]#CC(=O)NC,*[N+](C)=CC(C)=O
3886,3975,dipole_change,*[N+]#CC(=O)NC,*[N+](C)=CC(C)=O
3972,3975,dipole_change,*[CH-][N+](C)=CC(C)=O,*[CH-][N+](C)=CC(C)=O
4209,4214,dipole_change,*c1ccccc1,*c1ccccc1
4209,4712,dipole_change,*C#N,*C(=O)OC
4209,4713,dipole_change,*C#N,*C(=O)OC
4214,4712,dipole_change,*C#N,*C(=O)OC
4214,4713,dipole_change,*C#N,*C(=O)OC
4712,4713,dipole_change,*c1ccccc1,*c1ccccc1
3608,3612,dipole_change,*OC(=O)[N-][N+]#C,*OC(=O)[N-][N+]#C
3503,3751,dipole_change,*C#[N+][C-](C)C,*[CH-][NH+]=C(C#N)C#N
3503,4012,dipole_change,*C#[N+][C-](C)C,*[C-](C)[N+]#CC(=O)OC
3503,4314,dipole_change,*[N+]#CC,*[NH+]=Cc1ccccc1
3751,4012,dipole_change,*[CH-][NH+]=C(C#N)C#N,*[C-](C)[N+]#CC(=O)OC
3751,4081,dipole_change,*C(C#N)=[NH+][CH-]C,*C#[N+][C-](C)C(=O)OC
3751,4173,dipole_change,*C(C#N)=[NH+][CH-]C,*[CH-][NH+]=C(C)C(=O)OC
4012,4081,dipole_change,*C#[N+][C-](C)C,*[C-](C)[N+]#CC#N
4012,4173,dipole_change,*C#[N+][C-](C)C,*C(C)=[NH+][CH-]C#N
4012,4314,dipole_change,*[N+]#CC(=O)OC,*[NH+]=Cc1ccccc1
4012,4436,dipole_change,*C#[N+][C-](C)C,*C#[N+][C-](C)C(C)=O
4012,4537,dipole_change,*C#[N+][C-](C)C,*[C-]([N+]#CC#N)C(C)=O
4012,4597,dipole_change,*C#[N+][C-](C)C,*[CH-][NH+]=C(C#N)C(C)=O
4081,4173,dipole_change,*C(=O)[C-](C)[N+]#CC#N,*C(=O)C(C)=[NH+][CH-]C#N
4081,4436,dipole_change,*[C-](C)[N+]#CC#N,*C#[N+][C-](C)C(C)=O
4081,4537,dipole_change,*[C-](C)[N+]#CC#N,*[C-]([N+]#CC#N)C(C)=O
4081,4597,dipole_change,*[C-](C)[N+]#CC#N,*[CH-][NH+]=C(C#N)C(C)=O
4081,4763,dipole_change,*C,*C(=O)OC
4081,4977,dipole_change,*[N+]#CC#N,*[O+]=Cc1ccccc1
4137,4436,dipole_change,*C(C)=O,*C(=O)OC
4137,4492,dipole_change,*C#[N+][C-](C)C(C)=O,*C=[NH+][C-](C)C(=O)NC
4137,5151,dipole_change,*C,*c1ccccc1
4173,4436,dipole_change,*C(C)=[NH+][CH-]C#N,*C#[N+][C-](C)C(C)=O
4173,4537,dipole_change,*C(C)=[NH+][CH-]C#N,*[C-]([N+]#CC#N)C(C)=O
4173,4597,dipole_change,*C(C)=[NH+][CH-]C#N,*[CH-][NH+]=C(C#N)C(C)=O
4173,4841,dipole_change,*C,*C(=O)NC
4213,4314,dipole_change,*[C-](C#N)[N+]#C,*C=[NH+][C-](C)C
4213,4709,dipole_change,*C#N,*C(=O)OC
4213,4805,dipole_change,*[C-](C#N)[N+]#C,*[C-]([N+]#CC#N)C(C)=O
4213,4902,dipole_change,*[C-](C#N)[N+]#C,*[C-](C#N)[O+]=CC(C)=O
4213,4938,dipole_change,*[C-](C#N)[N+]#C,*C#[N+][C-](C)C(=O)NC
4213,4977,dipole_change,*[C-](C#N)[N+]#C,*C=[O+][C-](C)C(=O)OC
4213,4997,dipole_change,*[C-](C#N)[N+]#C,*C(C(C)=O)=[N+](C)[CH-]C
4314,4709,dipole_change,*C=[NH+][C-](C)C,*[C-]([N+]#C)C(=O)OC
4314,4805,dipole_change,*C=[NH+][C-](C)C,*[C-]([N+]#CC#N)C(C)=O
4314,4902,dipole_change,*C=[NH+][C-](C)C,*[C-](C#N)[O+]=CC(C)=O
4314,4938,dipole_change,*C=[NH+][C-](C)C,*C#[N+][C-](C)C(=O)NC
4314,4977,dipole_change,*C=[NH+][C-](C)C,*C=[O+][C-](C)C(=O)OC
4314,4997,dipole_change,*C=[NH+][C-](C)C,*C(C(C)=O)=[N+](C)[CH-]C
4436,4492,dipole_change,*[C-](C)[N+]#CC(=O)OC,*C=[NH+][C-](C)C(=O)NC
4436,4537,dipole_change,*C#[N+][C-](C)C(C)=O,*[C-]([N+]#CC#N)C(C)=O
4436,4597,dipole_change,*C#[N+][C-](C)C(C)=O,*[CH-][NH+]=C(C#N)C(C)=O
4492,4938,dipole_change,*[NH+]=CC(C)=O,*[N+]#Cc1ccccc1
4537,4597,dipole_change,*[C-]([N+]#CC#N)C(C)=O,*[CH-][NH+]=C(C#N)C(C)=O
4537,4763,dipole_change,*C,*OC
4537,4805,dipole_change,*C(=O)OC,*c1ccccc1
4537,5068,dipole_change,*[N+]#CC#N,*[N+]#CC(=O)NC
4709,4805,dipole_change,*[C-]([N+]#C)C(=O)OC,*[C-]([N+]#CC#N)C(C)=O
4709,4902,dipole_change,*[C-]([N+]#C)C(=O)OC,*[C-](C#N)[O+]=CC(C)=O
4709,4938,dipole_change,*[C-]([N+]#C)C(=O)OC,*C#[N+][C-](C)C(=O)NC
4709,4977,dipole_change,*[C-]([N+]#C)C(=O)OC,*C=[O+][C-](C)C(=O)OC
4709,4997,dipole_change,*[C-]([N+]#C)C(=O)OC,*C(C(C)=O)=[N+](C)[CH-]C
4709,5508,dipole_change,*[N+]#C,*[N+]#CC(=O)NC
4763,4856,dipole_change,*[N+]#CC#N,*[O+]=CC#N
4763,5529,dipole_change,*C#N,*c1ccccc1
4805,4902,dipole_change,*[C-]([N+]#CC#N)C(C)=O,*[C-](C#N)[O+]=CC(C)=O
4805,4938,dipole_change,*[C-]([N+]#CC#N)C(C)=O,*C#[N+][C-](C)C(=O)NC
4805,4977,dipole_change,*[C-]([N+]#CC#N)C(C)=O,*C=[O+][C-](C)C(=O)OC
4805,4997,dipole_change,*[C-]([N+]#CC#N)C(C)=O,*C(C(C)=O)=[N+](C)[CH-]C
4805,5082,dipole_change,*C(C)=O,*C(=O)NC
4805,5151,dipole_change,*[N+]#CC#N,*[N+]#CC(C)=O
4805,5186,dipole_change,*[N+]#CC#N,*[O+]=CC(C)=O
4856,5529,dipole_change,*[O+]=CC#N,*[N+]#Cc1ccccc1
4892,5107,dipole_change,*[N+](C)=CC(C)=O,*[N+]#Cc1ccccc1
4902,4938,dipole_change,*[C-](C#N)[O+]=CC(C)=O,*C#[N+][C-](C)C(=O)NC
4902,4977,dipole_change,*[C-](C#N)[O+]=CC(C)=O,*C=[O+][C-](C)C(=O)OC
4902,4997,dipole_change,*[C-](C#N)[O+]=CC(C)=O,*C(C(C)=O)=[N+](C)[CH-]C
4902,5186,dipole_change,*C#N,*C(C)=O
4938,4977,dipole_change,*C#[N+][C-](C)C(=O)NC,*C=[O+][C-](C)C(=O)OC
4938,4997,dipole_change,*C#[N+][C-](C)C(=O)NC,*C(C(C)=O)=[N+](C)[CH-]C
4938,5107,dipole_change,*[C-](C)C(=O)NC,*[C-](C(C)=O)C(C)=O
4977,4997,dipole_change,*C=[O+][C-](C)C(=O)OC,*C(C(C)=O)=[N+](C)[CH-]C
4977,5119,dipole_change,*[C-](C)C(=O)OC,*[C-](C#N)C(=O)OC
5068,5508,dipole_change,*C(C)=O,*c1ccccc1
5074,5119,dipole_change,*[N+](C)=CC(=O)OC,*[O+]=Cc1ccccc1
5074,5249,dipole_change,*[C-](C#N)C(=O)OC,*[C-](C)c1ccccc1
5126,5584,dipole_change,*[CH-]C#N,*[CH-]C(=O)OC
5151,5186,dipole_change,*[N+]#CC(C)=O,*[O+]=CC(C)=O
5249,5468,dipole_change,*C(=O)OC,*c1ccccc1
3641,3650,dipole_change,*C#[N+][N-]C,*[N-][N+]#CC
3641,3726,dipole_change,*C#[N+][N-]C,*C#[N+][N-]C#N
3650,3726,dipole_change,*C#[N+][N-]C(C)=O,*C(=O)C#[N+][N-]C#N
3650,4029,dipole_change,*[N-]C(C)=O,*[N-]c1ccccc1
4029,4541,dipole_change,*[N-][N+]#CC,*[N-][NH+]=CC(C)=O
4029,4755,dipole_change,*[N-][N+]#CC,*C=[NH+][N-]C(=O)OC
4029,4781,dipole_change,*[N-][N+]#CC,*C=[O+][N-]C(=O)NC
4448,4755,dipole_change,*[N+]#CC(=O)OC,*[NH+]=Cc1ccccc1
4541,4755,dipole_change,*[N-][NH+]=CC(C)=O,*C=[NH+][N-]C(=O)OC
4541,4781,dipole_change,*[N-][NH+]=CC(C)=O,*C=[O+][N-]C(=O)NC
4755,4781,dipole_change,*C=[NH+][N-]C(=O)OC,*C=[O+][N-]C(=O)NC
3882,3885,dipole_change,*C(=O)C#[N+][CH-]C#N,*C(=O)C#[N+][CH-]C#N
3882,3971,dipole_change,*[N+]#CC(=O)NC,*[N+](C)=CC(C)=O
3882,3974,dipole_change,*[N+]#CC(=O)NC,*[N+](C)=CC(C)=O
3885,3971,dipole_change,*[N+]#CC(=O)NC,*[N+](C)=CC(C)=O
3885,3974,dipole_change,*[N+]#CC(=O)NC,*[N+](C)=CC(C)=O
3971,3974,dipole_change,*[CH-][N+](C)=CC(C)=O,*[CH-][N+](C)=CC(C)=O
3883,3884,dipole_change,*C(=O)C#[N+][CH-]C#N,*C(=O)C#[N+][CH-]C#N
3883,3970,dipole_change,*[N+]#CC(=O)NC,*[N+](C)=CC(C)=O
3883,3973,dipole_change,*[N+]#CC(=O)NC,*[N+](C)=CC(C)=O
3884,3970,dipole_change,*[N+]#CC(=O)NC,*[N+](C)=CC(C)=O
3884,3973,dipole_change,*[N+]#CC(=O)NC,*[N+](C)=CC(C)=O
3970,3973,dipole_change,*[CH-][N+](C)=CC(C)=O,*[CH-][N+](C)=CC(C)=O
5344,5347,dipole_change,*c1ccccc1,*c1ccccc1
4183,4188,dipole_change,*C#N,*C#N
3505,3506,dipole_change,*C#[N+][C-](C)C,*C#[N+][C-](C)C
3505,3537,dipole_change,*C#[N+][C-](C)C,*[C-](C)[O+]=CC
3505,3749,dipole_change,*C#[N+][C-](C)C,*[CH-][NH+]=C(C#N)C#N
3505,3752,dipole_change,*C#[N+][C-](C)C,*[CH-][NH+]=C(C#N)C#N
3505,4011,dipole_change,*C#[N+][C-](C)C,*[C-](C)[N+]#CC(=O)OC
3505,4013,dipole_change,*C#[N+][C-](C)C,*[C-](C)[N+]#CC(=O)OC
3505,4312,dipole_change,*[N+]#CC,*[NH+]=Cc1ccccc1
3505,4316,dipole_change,*[N+]#CC,*[NH+]=Cc1ccccc1
3506,3537,dipole_change,*C#[N+][C-](C)C,*[C-](C)[O+]=CC
3506,3749,dipole_change,*C#[N+][C-](C)C,*[CH-][NH+]=C(C#N)C#N
3506,3752,dipole_change,*C#[N+][C-](C)C,*[CH-][NH+]=C(C#N)C#N
3506,4011,dipole_change,*C#[N+][C-](C)C,*[C-](C)[N+]#CC(=O)OC
3506,4013,dipole_change,*C#[N+][C-](C)C,*[C-](C)[N+]#CC(=O)OC
3506,4312,dipole_change,*[N+]#CC,*[NH+]=Cc1ccccc1
3506,4316,dipole_change,*[N+]#CC,*[NH+]=Cc1ccccc1
3537,3749,dipole_change,*[C-](C)[O+]=CC,*[CH-][NH+]=C(C#N)C#N
3537,3752,dipole_change,*[C-](C)[O+]=CC,*[CH-][NH+]=C(C#N)C#N
3537,4011,dipole_change,*[C-](C)[O+]=CC,*[C-](C)[N+]#CC(=O)OC
3537,4013,dipole_change,*[C-](C)[O+]=CC,*[C-](C)[N+]#CC(=O)OC
3537,4312,dipole_change,*[O+]=CC,*[NH+]=Cc1ccccc1
3537,4316,dipole_change,*[O+]=CC,*[NH+]=Cc1ccccc1
3749,3752,dipole_change,*C(C#N)=[NH+][CH-]C,*C(C#N)=[NH+][CH-]C
3749,4011,dipole_change,*[CH-][NH+]=C(C#N)C#N,*[C-](C)[N+]#CC(=O)OC
3749,4013,dipole_change,*[CH-][NH+]=C(C#N)C#N,*[C-](C)[N+]#CC(=O)OC
3749,4080,dipole_change,*C(C#N)=[NH+][CH-]C,*C#[N+][C-](C)C(=O)OC
3749,4084,dipole_change,*C(C#N)=[NH+][CH-]C,*C#[N+][C-](C)C(=O)OC
3749,4097,dipole_change,*C(C#N)=[NH+][CH-]C,*[C-](C)[N+]#CC(=O)OC
3749,4099,dipole_change,*C(C#N)=[NH+][CH-]C,*[C-](C)[N+]#CC(=O)OC
3749,4176,dipole_change,*C(C#N)=[NH+][CH-]C,*[CH-][NH+]=C(C)C(=O)OC
3749,4178,dipole_change,*C(C#N)=[NH+][CH-]C,*[CH-][NH+]=C(C)C(=O)OC
3752,4011,dipole_change,*[CH-][NH+]=C(C#N)C#N,*[C-](C)[N+]#CC(=O)OC
3752,4013,dipole_change,*[CH-][NH+]=C(C#N)C#N,*[C-](C)[N+]#CC(=O)OC
3752,4080,dipole_change,*C(C#N)=[NH+][CH-]C,*C#[N+][C-](C)C(=O)OC
3752,4084,dipole_change,*C(C#N)=[NH+][CH-]C,*C#[N+][C-](C)C(=O)OC
3752,4097,dipole_change,*C(C#N)=[NH+][CH-]C,*[C-](C)[N+]#CC(=O)OC
3752,4099,dipole_change,*C(C#N)=[NH+][CH-]C,*[C-](C)[N+]#CC(=O)OC
3752,4176,dipole_change,*C(C#N)=[NH+][CH-]C,*[CH-][NH+]=C(C)C(=O)OC
3752,4178,dipole_change,*C(C#N)=[NH+][CH-]C,*[CH-][NH+]=C(C)C(=O)OC
4011,4013,dipole_change,*[C-](C)[N+]#CC(=O)OC,*[C-](C)[N+]#CC(=O)OC
4011,4080,dipole_change,*C#[N+][C-](C)C,*[C-](C)[N+]#CC#N
