rxn_id,ts_file,n_atoms,n_f1,n_f2,rel1_file,rel2_file,formed_d1,formed_d2
183,TS_ts_guess_L_S6lp_template_4-12_10-11.xyz,33,19,14,r1_C5H8N2O4.xyz,r0_C4H8O2.xyz,2.5781135629758434,1.849206087865817
184,TS_ts_guess_tFEvA4_template_3-18_7-8.xyz,27,12,15,r0_C4H4N2O2.xyz,r1_C8H4N2O.xyz,2.2409616247048945,2.0380217379851473
185,TS_ts_guess_4xAzl2_template_3-16_7-8.xyz,27,12,15,r0_C4H4N2O2.xyz,r1_C8H4N2O.xyz,2.2853379206148046,1.933381772258133
186,TS_ts_guess_9_MKYI_template_2-14_8-11.xyz,34,18,16,r1_C8H7NO2.xyz,r0_C5H9NO.xyz,2.402405327354233,2.4566974625500797
187,TS_ts_guess_EUyc4e_template_9-10_13-17.xyz,34,18,16,r1_C8H7NO2.xyz,r0_C5H9NO.xyz,2.3568936426788545,2.4690445141592727
188,TS_ts_guess_CpSogY_template_9-10_15-17.xyz,34,18,16,r1_C8H7NO2.xyz,r0_C5H9NO.xyz,2.5015941107421886,2.3412836568216164
189,TS_ts_guess_nS5KRl_template_2-3_6-10.xyz,34,18,16,r1_C8H7NO2.xyz,r0_C5H9NO.xyz,2.1556182615203463,2.6762174182416496
190,TS_ts_guess_Mr8RGZ_template_4-11_5-8.xyz,33,12,21,r1_C5H4N2O.xyz,r0_C7H11NO2.xyz,2.267865297013912,2.3705513262952143
191,TS_ts_guess_G6h8WO_template_4-16_5-8.xyz,33,12,21,r1_C5H4N2O.xyz,r0_C7H11NO2.xyz,2.1967361120079945,2.5019870479680746
192,TS_ts_guess_Xi4faW_template_2-14_8-11.xyz,36,22,14,r1_C9H11NO.xyz,r0_C5H7NO.xyz,2.947217807441452,2.7282228359318452
193,TS_ts_guess_ZsOXCi_template_2-16_8-11.xyz,36,22,14,r1_C9H11NO.xyz,r0_C5H7NO.xyz,2.578877115839372,2.7749613638031074
194,TS_ts_guess_GqtM8D_template_3-16_5-7.xyz,35,14,21,r0_C5H7NO.xyz,r1_C9H10O2.xyz,2.402233203875094,2.509755717574919
195,TS_ts_guess_O8Ux2s_template_3-14_5-7.xyz,35,14,21,r0_C5H7NO.xyz,r1_C9H10O2.xyz,2.9221250010565942,2.2416066715416423
196,TS_ts_guess_8QEn4J_template_9-10_13-17.xyz,35,21,14,r1_C9H10O2.xyz,r0_C5H7NO.xyz,2.3441181683951005,2.7287435462864584
197,TS_ts_guess_DOoaWP_template_9-10_15-17.xyz,35,21,14,r1_C9H10O2.xyz,r0_C5H7NO.xyz,2.69787733861271,2.356235872084966
198,TS_ngdYfT_ll_ad_1-18_2-4.xyz,36,10,26,r1_C4H6.xyz,r0_C14H11N.xyz,2.211826678630132,2.7318388385298285
199,TS_cN0HXc_hl_ad_4-14_10-12.xyz,30,19,11,r1_C8FH7O3.xyz,r0_C4H5NO.xyz,2.8772823440705295,2.3422408814850786
200,TS_ts_guess_3QXU4a_template_10-11_16-17.xyz,30,19,11,r1_C8FH7O3.xyz,r0_C4H5NO.xyz,2.676347946530869,2.3829835902498364
201,TS_ts_guess_OHa82z_template_4-5_7-11.xyz,30,19,11,r1_C8FH7O3.xyz,r0_C4H5NO.xyz,2.502206483965702,2.4568188161930054
202,TS_ts_guess_RzPyFh_template_10-11_13-17.xyz,30,19,11,r1_C8FH7O3.xyz,r0_C4H5NO.xyz,2.2642800230095217,2.81702038015347
203,TS_3keo6I_ll_ad_4-12_5-6.xyz,30,12,18,r0_C4H6O2.xyz,r1_C7H6N2O3.xyz,2.2308833432745874,2.05231412386116
204,TS_RZn2G0_ll_ad_4-13_5-6.xyz,30,12,18,r0_C4H6O2.xyz,r1_C7H6N2O3.xyz,2.5309393167162266,1.96009061798173
205,TS_Nagk4L_ll_ad_2-10_3-5.xyz,29,8,21,r1_C3ClH3O.xyz,r0_C8H9NO3.xyz,4.363341946043192,2.2106033388873727
206,TS_ts_guess_erRYBY_template_2-13_3-5.xyz,29,8,21,r1_C3ClH3O.xyz,r0_C8H9NO3.xyz,2.192540789517951,2.750141654624358
207,TS_Pjl6m3_ll_ad_4-11_5-8.xyz,31,15,16,r1_C5H7NO2.xyz,r0_C6H6O4.xyz,2.24458670935208,2.4543139965986422
208,TS_37ZozK_hl_ad_4-15_5-8.xyz,31,15,16,r1_C5H7NO2.xyz,r0_C6H6O4.xyz,2.5844874061407226,2.2445550431210193
209,TS_ts_guess_VwVY-f_template_4-12_5-8.xyz,31,14,17,r0_C5H6O3.xyz,r1_C9H6N2.xyz,3.3055951227577767,2.144841706839925
210,TS_ts_guess_vOaP_p_template_4-16_5-8.xyz,31,14,17,r0_C5H6O3.xyz,r1_C9H6N2.xyz,2.396087440098963,2.4534900836970994
211,TS_CfNIXo_hl_ad_4-15_8-12.xyz,31,19,12,r1_C7H7NO4.xyz,r0_C4H6O2.xyz,3.3855521687754275,2.3803550692491235
212,TS_ts_guess_0R8KTd_template_8-15_9-10.xyz,37,20,17,r1_C8H10O2.xyz,r0_C6H9NO.xyz,2.672260608698186,2.709335842840455
213,TS_ts_guess_3VOLG__template_2-14_8-10.xyz,37,20,17,r1_C8H10O2.xyz,r0_C6H9NO.xyz,2.9289552825026197,2.6706000613158083
214,TS_ts_guess_lrrvVu_template_2-15_8-10.xyz,37,20,17,r1_C8H10O2.xyz,r0_C6H9NO.xyz,2.6957341862654043,2.7270435923725165
215,TS_ts_guess_3OIO1j_template_8-14_9-10.xyz,37,20,17,r1_C8H10O2.xyz,r0_C6H9NO.xyz,2.7026554472222317,2.6591538088083584
216,TS_ts_guess__1OR7O_template_2-14_3-5.xyz,30,8,22,r0_C3FH3O.xyz,r1_C10H8N4.xyz,2.453325440172991,2.0552867385355262
217,TS_ts_guess_S0SWa4_template_2-12_3-5.xyz,30,8,22,r0_C3FH3O.xyz,r1_C10H8N4.xyz,2.2226797415282302,2.2474113569616048
218,TS_77FTRx_hl_ad_3-11_4-5.xyz,30,11,19,r0_C4H6O.xyz,r1_C10H5NO3.xyz,2.7118512151296206,2.284963535485851
219,TS_2nwhzf_hl_ad_3-13_4-5.xyz,30,11,19,r0_C4H6O.xyz,r1_C10H5NO3.xyz,2.342189623963013,2.3708078277456397
220,TS_ts_guess_LeIgXO_template_4-15_8-9.xyz,34,17,17,r1_C5H6N2O4.xyz,r0_C7H10.xyz,1.866009117260685,2.6670963210390433
221,TS_ts_guess_e2R9Pk_template_4-16_7-8.xyz,38,17,21,r1_C4H9N3O.xyz,r0_C9H11N.xyz,2.214174613236273,2.2792879447099264
222,TS_ts_guess_7AGY4P_template_4-15_7-8.xyz,38,17,21,r1_C4H9N3O.xyz,r0_C9H11N.xyz,2.54023810023785,2.049659864367744
224,TS_ts_guess_m0aNcq_template_1-5_3-4.xyz,29,9,20,r0_CH5N3.xyz,r1_BrC8FH10.xyz,2.242324098853687,2.156041678307727
225,TS_ts_guess_cBjpkh_template_9-14_10-11.xyz,33,24,9,r1_C9ClH13O.xyz,r0_C3H3N3.xyz,2.4469610021820944,2.4142896652017547
226,TS_ts_guess_URXD6l_template_9-10_13-16.xyz,33,24,9,r1_C9ClH13O.xyz,r0_C3H3N3.xyz,2.419186090940505,2.459655362870986
227,TS_wJ3cC1_ll_ad_4-16_8-14.xyz,30,22,8,r1_C8H8N4O2.xyz,r0_C4H3N.xyz,2.3367662201854937,2.2784077076326796
228,TS_X_4TFz_ll_ad_4-17_8-14.xyz,30,22,8,r1_C8H8N4O2.xyz,r0_C4H3N.xyz,2.203493742786668,2.397048472976715
231,TS_ts_guess_cXlODy_template_4-15_7-8.xyz,35,14,21,r0_C4H6N2O2.xyz,r1_C8FH11O.xyz,2.44962773208502,2.149217994224876
232,TS_ts_guess_d0_IH0_template_4-16_7-8.xyz,35,14,21,r0_C4H6N2O2.xyz,r1_C8FH11O.xyz,2.3099500523820855,2.293675686534607
233,TS_ts_guess_y4jBA1_template_4-14_8-10.xyz,30,16,14,r0_C6H6N2O2.xyz,r1_C4F2H6O2.xyz,2.9801258386350065,2.182237279078515
234,TS_ts_guess__L_Fke_template_4-17_7-10.xyz,37,24,13,r0_C7H14N2O.xyz,r1_C6FH5O.xyz,2.4958328979521043,2.5874220329509448
235,TS_ts_guess_9rOFdq_template_4-17_7-10.xyz,37,24,13,r0_C7H14N2O.xyz,r1_C6FH5O.xyz,2.507759419481861,2.5748999759408133
236,TS_ts_guess_f0DBFD_template_4-16_7-10.xyz,37,24,13,r0_C7H14N2O.xyz,r1_C6FH5O.xyz,2.550839428070689,2.6447858428991937
237,TS_ts_guess_CgNTkr_template_4-17_7-10.xyz,37,24,13,r0_C7H14N2O.xyz,r1_C6FH5O.xyz,2.6616654503900374,2.567412593098351
238,TS_RYUB56_hl_ad_3-14_4-6.xyz,29,9,20,r0_C4ClH3O.xyz,r1_C9H8N2O.xyz,2.4417589781753644,2.2539129079225755
239,TS__pCh3B_ll_ad_3-4_12-16.xyz,29,9,20,r0_C4ClH3O.xyz,r1_C9H8N2O.xyz,2.51469183294892,2.1656254033188658
240,TS_ts_guess_Qp6ssZ_template_3-16_5-7.xyz,40,15,25,r1_C4H8N2O.xyz,r0_C10H14O.xyz,2.076840517252107,2.44886744061413
241,TS_ts_guess_6Izkeq_template_3-14_5-7.xyz,40,15,25,r1_C4H8N2O.xyz,r0_C10H14O.xyz,2.492999361933332,2.01857930735951
242,TS_ts_guess_PfTEZz_template_4-15_6-8.xyz,32,15,17,r0_C4H7N3O.xyz,r1_C7ClFH8.xyz,2.1991990218486364,2.7299178320784674
243,TS_ts_guess_QaMGbp_template_4-15_6-8.xyz,32,15,17,r0_C4H7N3O.xyz,r1_C7ClFH8.xyz,2.3507293023230047,2.4663860976335394
244,TS_ts_guess_vxp3Ci_template_3-9_4-6.xyz,31,9,22,r0_C4ClH3O.xyz,r1_C10H10N2.xyz,2.9814067591323394,2.415908717046238
245,TS_ts_guess__DUWP4_template_3-17_4-6.xyz,31,9,22,r0_C4ClH3O.xyz,r1_C10H10N2.xyz,2.6324070752640063,2.4461737702174795
246,TS_ts_guess_lEdQB4_template_4-5_8-10.xyz,36,28,8,r1_C11H14N2O.xyz,r0_C4H3N.xyz,2.587245388709776,2.2083393284094726
247,TS_ts_guess_AEuHhp_template_4-5_7-10.xyz,36,28,8,r1_C11H14N2O.xyz,r0_C4H3N.xyz,2.1908137790556275,2.813981424068041
248,TS_7SvtXd_ll_ad_3-4_5-12.xyz,34,20,14,r1_C9H8N2O.xyz,r0_C8H6.xyz,2.2131602971994595,2.3969133736954285
249,TS_CIR0V7_ll_ad_3-13_5-12.xyz,34,20,14,r1_C9H8N2O.xyz,r0_C8H6.xyz,2.8406592911153563,2.1129771352052065
251,TS__O7Y9N_ll_ad_4-17_6-12.xyz,27,17,10,r0_C6H5N3O3.xyz,r1_C4FH3O2.xyz,2.025054890046193,2.782109641872512
252,TS_k7uTnv_ll_ad_4-16_5-10.xyz,33,18,15,r1_C6H8N2O2.xyz,r0_C6H6N2O.xyz,2.317609006950913,2.4806403363043183
255,TS_ts_guess_FKGHCK_template_4-5_6-13.xyz,34,20,14,r1_C6H9NO4.xyz,r0_C8H6.xyz,2.194485587489697,2.5502022989166955
256,TS_ts_guess_SriYBf_template_4-12_6-11.xyz,34,20,14,r1_C6H9NO4.xyz,r0_C8H6.xyz,2.6857177142060182,2.2240153987101796
257,TS_ts_guess_0erlyL_template_4-12_5-7.xyz,29,11,18,r1_BrC4H4NO.xyz,r0_C6H10N2.xyz,2.937799438321139,2.4577858348114874
258,TS_ts_guess_V2pOV5_template_4-12_5-7.xyz,29,11,18,r1_BrC4H4NO.xyz,r0_C6H10N2.xyz,2.6013940899640713,2.406392154741201
259,TS_FCnobb_ll_ad_3-13_5-12.xyz,35,21,14,r1_C10H9NO.xyz,r0_C8H6.xyz,2.965822228387939,2.1673929039285884
260,TS_OyJrZ6_ll_ad_3-4_5-12.xyz,35,21,14,r1_C10H9NO.xyz,r0_C8H6.xyz,2.3078122110345114,2.427959232792017
261,TS_A5HoSA_ll_ad_4-9_5-7.xyz,25,11,14,r0_BrC4H4NO.xyz,r1_C4H6N2O2.xyz,2.3314169686265904,2.18638619310496
262,TS_qMBj6e_ll_ad_4-14_5-7.xyz,25,11,14,r0_BrC4H4NO.xyz,r1_C4H6N2O2.xyz,2.3763102294523755,2.2040993244633964
263,TS_u5FGGJ_hl_ad_4-11_5-7.xyz,27,10,17,r1_BrC4H3O2.xyz,r0_C6H9NO.xyz,2.447699108366876,2.485953255071382
264,TS_kd3S2I_ll_ad_4-12_5-7.xyz,27,10,17,r1_BrC4H3O2.xyz,r0_C6H9NO.xyz,3.1532101828771264,2.4322180436383576
265,TS_ts_guess_FyT-oO_template_4-12_5-6.xyz,31,11,20,r0_C4H5NO.xyz,r1_C7H7N3O3.xyz,2.148517590014101,2.180635287112451
266,TS_ts_guess_oOZamv_template_4-14_5-6.xyz,31,11,20,r0_C4H5NO.xyz,r1_C7H7N3O3.xyz,2.587708294398733,1.9533794132477182
267,TS_ts_guess_hte6Gh_template_4-16_9-14.xyz,28,21,7,r1_C8H7N3O3.xyz,r0_C3ClH3.xyz,2.4453610923747027,2.6385165000242083
268,TS_ts_guess_pcrpFP_template_4-16_9-14.xyz,28,21,7,r1_C8H7N3O3.xyz,r0_C3ClH3.xyz,2.483102573495505,2.5454653060295285
269,TS_ts_guess_s_97si_template_4-17_10-13.xyz,33,24,9,r1_C10H11NO2.xyz,r0_C2H3N3O.xyz,2.2375916234648363,2.403109904519558
270,TS_ts_guess_tHcjIt_template_4-16_10-13.xyz,33,24,9,r1_C10H11NO2.xyz,r0_C2H3N3O.xyz,2.3235806037019673,2.2689586210638573
271,TS_ts_guess_dzJhY1_template_3-18_8-9.xyz,34,17,17,r0_C5H8N2O2.xyz,r1_C8H7NO.xyz,2.3881973261437173,2.157357500392552
272,TS_ts_guess_PImNdA_template_3-16_8-9.xyz,34,17,17,r0_C5H8N2O2.xyz,r1_C8H7NO.xyz,2.639681949818955,1.9657306786281787
273,TS_ts_guess_mTLZpD_template_3-18_8-9.xyz,34,17,17,r0_C5H8N2O2.xyz,r1_C8H7NO.xyz,2.4201675799208617,2.0701131955765124
274,TS_ts_guess_RK63Vp_template_3-17_8-9.xyz,34,17,17,r0_C5H8N2O2.xyz,r1_C8H7NO.xyz,2.345777721311207,2.0585995677401665
275,TS_ts_guess_d-9PAQ_template_4-16_10-12.xyz,40,27,13,r0_C10H15NO.xyz,r1_C5H6N2.xyz,2.772996519831931,2.2231440576130015
276,TS_ts_guess_-J6cVo_template_4-5_9-12.xyz,40,27,13,r0_C10H15NO.xyz,r1_C5H6N2.xyz,2.3060905741752644,2.513423353317145
278,TS_ts_guess_fBaaGO_template_4-16_10-13.xyz,38,28,10,r1_C10H15NO2.xyz,r0_C4H4N2.xyz,2.6572413203358103,2.2400152324928504
279,TS_ts_guess_KZa97J_template_4-16_6-7.xyz,37,14,23,r1_C3H7N3O.xyz,r0_C10H11NO.xyz,2.285041869747686,2.2489992682524376
280,TS_ts_guess_-whG_b_template_4-15_6-7.xyz,37,14,23,r1_C3H7N3O.xyz,r0_C10H11NO.xyz,2.3979368263988943,2.1028714243624123
281,TS_ts_guess_MY3mI4_template_4-9_13-16.xyz,33,23,10,r1_C6H11N3O3.xyz,r0_C5H3NO.xyz,2.6867917157457515,1.9396363733957973
282,TS_ts_guess_eblZzN_template_4-9_12-16.xyz,33,23,10,r1_C6H11N3O3.xyz,r0_C5H3NO.xyz,2.3120821088793537,2.0982337530647053
283,TS_ts_guess_HRXdeZ_template_2-3_11-12.xyz,34,18,16,r0_C8H7NO2.xyz,r1_C8H7N.xyz,2.341356206197596,2.9062918193980454
284,TS_ts_guess_F2wxSt_template_2-3_5-12.xyz,34,18,16,r0_C8H7NO2.xyz,r1_C8H7N.xyz,2.4869715936053636,2.662501992543855
285,TS_ts_guess_p1IA0x_template_9-10_12-19.xyz,34,18,16,r0_C8H7NO2.xyz,r1_C8H7N.xyz,2.7001661173712996,2.38935230667225
286,TS_ts_guess_0qr8Ov_template_9-10_18-19.xyz,34,18,16,r0_C8H7NO2.xyz,r1_C8H7N.xyz,2.4589789254485286,2.571459954442223
287,TS_ts_guess_9YZD-J_template_11-15_12-13.xyz,32,23,9,r1_C9H10O4.xyz,r0_C3H3NO2.xyz,2.3936518834199765,2.436245905917545
288,TS_ts_guess_zw2Lao_template_4-15_10-13.xyz,32,23,9,r1_C9H10O4.xyz,r0_C3H3NO2.xyz,2.5924732208645858,2.636585943772742
289,TS_ts_guess_LHbtkD_template_4-5_7-11.xyz,32,23,9,r1_C9H10O4.xyz,r0_C3H3NO2.xyz,2.258924848462206,2.476432655858019
290,TS_ts_guess_Fw2W3V_template_11-12_14-18.xyz,32,23,9,r1_C9H10O4.xyz,r0_C3H3NO2.xyz,2.4656225719481073,2.4011049396892252
291,TS_ts_guess_4rvwKY_template_1-15_4-8.xyz,36,18,18,r0_C6H10N2.xyz,r1_C8ClH8N.xyz,2.6546932046095266,2.347646987474906
292,TS_ts_guess_y-hqkr_template_1-16_4-8.xyz,36,18,18,r0_C6H10N2.xyz,r1_C8ClH8N.xyz,2.414971033408061,2.727842049349632
293,TS_ts_guess_MlGaaE_template_8-16_9-10.xyz,37,20,17,r1_C8H10O2.xyz,r0_C6H8N2O.xyz,2.3825689666618257,2.4508155767825532
294,TS_ts_guess_JxBDvq_template_8-15_9-10.xyz,37,20,17,r1_C8H10O2.xyz,r0_C6H8N2O.xyz,2.4278963870807995,2.425191446546025
295,TS_ts_guess_YACdRR_template_2-15_8-10.xyz,37,20,17,r1_C8H10O2.xyz,r0_C6H8N2O.xyz,2.62251934284573,2.287511792363047
296,TS_ts_guess_87-hTa_template_2-16_8-10.xyz,37,20,17,r1_C8H10O2.xyz,r0_C6H8N2O.xyz,2.4217583753339222,2.443005040784812
297,TS_ts_guess_SvjUqw_template_12-17_13-14.xyz,39,26,13,r1_C11H12N2O.xyz,r0_C3H8N2.xyz,2.4650162647942104,2.561873286757173
298,TS_ts_guess_HgIO-1_template_12-17_13-14.xyz,39,26,13,r1_C11H12N2O.xyz,r0_C3H8N2.xyz,2.547273214674861,2.483950262666304
299,TS_ts_guess_-_cB67_template_4-10_7-8.xyz,26,16,10,r0_C4H8N2O2.xyz,r1_BrC4H3O2.xyz,2.6095687891680495,1.7670169239993148
300,TS_ts_guess__rZc1J_template_4-13_7-8.xyz,26,16,10,r0_C4H8N2O2.xyz,r1_BrC4H3O2.xyz,2.1612309627617314,2.106851264494008
301,TS_ts_guess_VJbe31_template_3-15_7-8.xyz,29,12,17,r0_C5H4N2O.xyz,r1_C7Cl2H8.xyz,2.9322885446695044,2.1741361835220903
302,TS_ts_guess_3jMtgb_template_4-17_8-12.xyz,26,16,10,r1_C6H4N2O4.xyz,r0_C4F3H3.xyz,2.2398242890235833,2.3789104213904317
303,TS_ts_guess_-r6IoZ_template_4-14_8-12.xyz,26,16,10,r1_C6H4N2O4.xyz,r0_C4F3H3.xyz,2.194884338273887,2.524091748510739
304,TS_ts_guess_jcxCzW_template_4-14_5-6.xyz,32,10,22,r0_C4H4O2.xyz,r1_C7H9NO5.xyz,2.616949894896729,2.311998563602495
305,TS_ts_guess_FnLmL3_template_4-12_5-6.xyz,32,10,22,r0_C4H4O2.xyz,r1_C7H9NO5.xyz,2.5418742460239843,2.2678482617891347
306,TS_LRdl8Z_ll_ad_4-15_9-13.xyz,31,23,8,r0_C8H10N2O3.xyz,r1_C3ClH3O.xyz,2.735268600137837,2.234113666311542
307,TS_AuBvX4_ll_ad_4-16_9-13.xyz,31,23,8,r0_C8H10N2O3.xyz,r1_C3ClH3O.xyz,2.7299271213349265,2.2192927143123775
308,TS_ts_guess_L0uR_l_template_4-16_7-8.xyz,36,15,21,r0_C5H7NO2.xyz,r1_C8H10O3.xyz,2.9059889411007744,2.3596274586044297
309,TS_ts_guess_K7sGpt_template_4-18_7-8.xyz,36,15,21,r0_C5H7NO2.xyz,r1_C8H10O3.xyz,2.8146982527262137,2.264925574251834
310,TS_ts_guess_vob0IT_template_3-19_5-12.xyz,34,21,13,r0_C10H9NO.xyz,r1_C6FH5O.xyz,2.351900977230972,2.562644157525582
311,TS_ts_guess__sci-z_template_3-19_5-12.xyz,34,21,13,r0_C10H9NO.xyz,r1_C6FH5O.xyz,2.375443412481131,2.5494085546259546
312,TS_ts_guess_9314uf_template_3-18_5-12.xyz,34,21,13,r0_C10H9NO.xyz,r1_C6FH5O.xyz,2.311419083961193,2.6256124354900514
313,TS_ts_guess_WCnRSE_template_3-19_5-12.xyz,34,21,13,r0_C10H9NO.xyz,r1_C6FH5O.xyz,2.357736545587738,2.5525257913094626
314,TS_ts_guess_Ib8g4F_template_4-18_10-12.xyz,36,23,13,r1_C7H11NO4.xyz,r0_C6H6O.xyz,2.797268645107223,2.5916296757445885
315,TS_ts_guess_CaPs4e_template_4-17_6-10.xyz,31,18,13,r0_C5H8N2O3.xyz,r1_C6ClH5O.xyz,2.24457962801501,2.4310325831012634
316,TS_ts_guess_BulHyS_template_4-16_6-10.xyz,31,18,13,r0_C5H8N2O3.xyz,r1_C6ClH5O.xyz,2.653531033830206,2.2565959489017966
317,TS_ts_guess_iaOCmo_template_4-17_6-10.xyz,31,18,13,r0_C5H8N2O3.xyz,r1_C6ClH5O.xyz,2.263873035507954,2.3625147696046263
319,TS_kW3LYu_ll_ad_4-8_9-13.xyz,36,27,9,r1_C9H13NO4.xyz,r0_C4H4O.xyz,2.432352001232552,2.511011907896894
320,TS_ts_guess_czY5jG_template_4-15_9-14.xyz,36,27,9,r1_C9H13NO4.xyz,r0_C4H4O.xyz,2.6213647920692003,2.3211195566364093
321,TS_ts_guess_kQRKk7_template_3-13_5-6.xyz,30,12,18,r1_C4H6O2.xyz,r0_BrC8H8N.xyz,2.803877100676847,2.7174563500082205
322,TS_ts_guess_DZlp77_template_3-14_5-6.xyz,30,12,18,r1_C4H6O2.xyz,r0_BrC8H8N.xyz,2.7556648655088667,2.7205355414697308
323,TS_PU4E-__ll_ad_14-18_15-16.xyz,38,29,9,r0_C12H13N3O.xyz,r1_C3H5N.xyz,2.5483226926941573,2.8525321095826426
325,TS_ts_guess_XpE2Zj_template_3-17_5-12.xyz,32,22,10,r1_C8H10O4.xyz,r0_C4F3H3.xyz,2.3234775934577034,2.7065139122864306
326,TS_ts_guess_8DD-qm_template_3-14_5-12.xyz,32,22,10,r1_C8H10O4.xyz,r0_C4F3H3.xyz,2.393553205466718,2.626999556985117
327,TS_ts_guess_coAQoe_template_3-18_5-12.xyz,37,21,16,r0_C8H9N3O.xyz,r1_C7H8O.xyz,2.1909496985097583,2.3403174140487866
328,TS_ts_guess_SEWROg_template_3-19_5-12.xyz,37,21,16,r0_C8H9N3O.xyz,r1_C7H8O.xyz,2.2065768483558417,2.2757867331540536
329,TS_ts_guess_2CmW2b_template_3-19_5-12.xyz,37,21,16,r0_C8H9N3O.xyz,r1_C7H8O.xyz,2.2087570861006878,2.278174059153514
330,TS_ts_guess_KF9N2F_template_3-19_5-12.xyz,37,21,16,r0_C8H9N3O.xyz,r1_C7H8O.xyz,2.1669840013022705,2.3289805726325845
331,TS_ts_guess_thhHBs_template_4-16_6-11.xyz,39,19,20,r1_C6H8N2O3.xyz,r0_C7H12O.xyz,2.028723985982322,2.645515710594061
332,TS_ts_guess_2jCDMF_template_4-14_6-11.xyz,39,19,20,r1_C6H8N2O3.xyz,r0_C7H12O.xyz,2.1949740726486953,2.191995667194623
334,TS_ts_guess_lZA8A3_template_4-5_6-9.xyz,35,27,8,r1_C7H12N4O4.xyz,r0_C3H4O.xyz,2.4105492787537037,2.362119865840851
335,TS_ts_guess_UuuOZ9_template_4-13_5-7.xyz,29,10,19,r0_C4ClH3O2.xyz,r1_C6H8O5.xyz,2.7685539145915152,2.470086413812278
336,TS_ts_guess_tDBWeZ_template_4-17_5-9.xyz,30,16,14,r0_C6H7NO2.xyz,r1_C5H3N3O3.xyz,2.3904700701744837,2.3405026160634814
337,TS_ts_guess_9FpJeu_template_4-13_5-9.xyz,30,16,14,r0_C6H7NO2.xyz,r1_C5H3N3O3.xyz,2.3460098797106546,2.4138014744796226
338,TS_ts_guess_1gxK_G_template_4-7_8-12.xyz,36,25,11,r1_C11H10N2O2.xyz,r0_C4H6O.xyz,2.4126632089249425,2.538666954860365
339,TS_ts_guess_YKjW8C_template_4-16_8-15.xyz,36,25,11,r1_C11H10N2O2.xyz,r0_C4H6O.xyz,2.580233999272159,2.2797533699284234
340,TS_q2uela_ll_ad_4-16_5-7.xyz,39,14,25,r0_C5H7NO.xyz,r1_C8H13NO3.xyz,2.2299128094838143,2.3571978987984865
341,TS_ipeHWo_ll_ad_4-11_5-7.xyz,39,14,25,r0_C5H7NO.xyz,r1_C8H13NO3.xyz,2.4080938622279655,2.222159666473136
344,TS_ts_guess_waYO1h_template_4-13_5-9.xyz,32,16,16,r0_C6H7NO2.xyz,r1_C6H5N3O2.xyz,2.6180954090521604,2.426669027061581
345,TS_ts_guess_Zupci6_template_4-17_5-9.xyz,32,16,16,r0_C6H7NO2.xyz,r1_C6H5N3O2.xyz,2.420980791352959,2.6287391241239595
346,TS_ts_guess_eeEdw6_template_4-15_6-12.xyz,37,24,13,r0_C7H12N2O3.xyz,r1_C5H6O2.xyz,2.6033069294841127,2.347448361540675
347,TS_ts_guess_OcEhVg_template_4-16_6-12.xyz,37,24,13,r0_C7H12N2O3.xyz,r1_C5H6O2.xyz,2.3782171658828806,2.7211949057169718
348,TS_ts_guess_2qszJg_template_4-18_6-16.xyz,33,26,7,r1_C11H10N2O3.xyz,r0_C3FH3.xyz,2.1391068095118584,2.3329978382116003
349,TS_RLPC3p_ll_ad_4-18_6-16.xyz,33,26,7,r1_C11H10N2O3.xyz,r0_C3FH3.xyz,2.5709297789321277,2.0671991279748547
350,TS_ts_guess_erlGSG_template_1-17_3-7.xyz,38,15,23,r1_C5H8N2.xyz,r0_C9F3H11.xyz,2.307750824222581,2.620278241046168
351,TS_ts_guess_Cl0UhY_template_1-14_3-7.xyz,38,15,23,r1_C5H8N2.xyz,r0_C9F3H11.xyz,2.4369814447590694,2.5252604881279077
352,TS_ts_guess_419mlQ_template_4-18_9-12.xyz,39,19,20,r1_C7H7N3O2.xyz,r0_C8H12.xyz,2.771743991370776,2.2057716622307035
353,TS_ts_guess_h0TyfG_template_4-7_13-15.xyz,39,19,20,r1_C7H7N3O2.xyz,r0_C8H12.xyz,2.5753678682860044,2.3607064598759413
354,TS_ts_guess_z6Od_J_template_2-13_8-9.xyz,36,17,19,r1_C7H8O2.xyz,r0_C7H8N2O2.xyz,3.287202551151967,2.145412275671042
355,TS_ts_guess_FI7UyY_template_7-13_8-9.xyz,36,17,19,r1_C7H8O2.xyz,r0_C7H8N2O2.xyz,2.448011555712105,2.376004056583237
356,TS_ts_guess_j3DFC6_template_7-8_12-19.xyz,36,17,19,r1_C7H8O2.xyz,r0_C7H8N2O2.xyz,2.4164620132333967,2.3735194349530824
357,TS_ts_guess_kaqg5k_template_2-3_7-14.xyz,36,17,19,r1_C7H8O2.xyz,r0_C7H8N2O2.xyz,2.392428063244536,2.4350878786195786
358,TS_ts_guess_KCHR8G_template_4-17_9-10.xyz,37,19,18,r0_C6H9N3O.xyz,r1_C8FH8N.xyz,2.7412848856877314,2.1553104187796244
359,TS_ts_guess_Iyv3wj_template_4-18_9-10.xyz,37,19,18,r0_C6H9N3O.xyz,r1_C8FH8N.xyz,2.3561042901365803,2.352605677668912
360,TS_mUQxDl_hl_ad_4-15_5-8.xyz,33,14,19,r0_C5H6O3.xyz,r1_C7H7N3O2.xyz,2.2352676803237683,2.450242909876488
